id_servicio;servicio;id_diagnostico;diagnostico
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T83;COMPLIC.DISPOS,IMPLAN,INJERT GENITOURINA
935;GUARDIA AMBULATORIA MOVILES;T83.0;COMPLICAC.MECANIC.DDE CATETER URINARIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T83.1;COMPLICAC.MECAN.DE OTR.DISPOS.E IMPLANTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T83.9;COMPLICAC.NO ESPEC.DE DISPOS.PROTES.IMPL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T84.7;INFECC.REACC.INFLAM.DEBID.OTR.DISP.PROTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T84.8;OTR.COMPLICAC.DE ISPOSIT.PROTESIC.IMPL.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T85.8;OTR.COMPLICAC.DE DISPOSIT.PROTES.IMPL.IN
935;GUARDIA AMBULATORIA MOVILES;T86.1;FALLA Y RECHAZO DE TRANSPLANTE DE RIÒON
135;GUARDIA PEDIATRIA;T87.6;OTR.COMPLICAC.Y LAS NO ESPEC.DE MUÒON
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T88.7;EFECT.ADVERSO NO ESPECIF.DE DROG.O MEDIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T88.8;OTR.COMPLICAC.ESPECIF.DE ATENC.MEDIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T90.0;SECUEL.E TRAUMATISMOSUPERF.DE LA CABEZA
123;GUARDIA EMERGENCIA;T90.1;SECUELAS DE HERIDA DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T90.2;SECUELAS DE FRACT.DEL CRANEO Y HUES.FACI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T93;SECUELAS DE TRAUM. DE MIEMBRO INFERIOR
135;GUARDIA PEDIATRIA;T93.5;SEC.TRAUMAT.DE TENON Y MUSCULO MIEMB.INF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T98.2;SEC.DE CIERTAS COMPLICAC.PRECOCES DE TRA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U07.1;COVID-19 VIRUS IDENTIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U07.2;COVID-19 VIRUS NO IDENTIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U08.9;HISTORIA PERSONAL DE COVID-19 NO ESPECIF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U09.9;CONDICION DE SALUD POSTCOVID-19  NO  ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U10.9;SINDROME INFLAM. MULTISIS ASOC. NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U11.9;NECESIDAD INMUNIZACION  COVID-19 NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;U12.9;VACUNAS COVID-19  CAUS. EFEC. ADV NO ESP
123;GUARDIA EMERGENCIA;V01.1;PEATON LESIONADO EN ACCIDENTE DE TRANSITO POR COLISION CON VEHICULO DE PEDAL
135;GUARDIA PEDIATRIA;V02;PEATON LES.x COL.c/VEH.MOTOR 2-3 RUEDAS
135;GUARDIA PEDIATRIA;V03;PEATON LES.x COLISION c/AUT-CAM-FUR.
123;GUARDIA EMERGENCIA;V03.1;PEATON LESIONADO EN ACCI DE TRANSITO POR COLIS CON AUTO- CAMIONETA O FURGONETA
135;GUARDIA PEDIATRIA;V03.9;PEATON LES.ACC.S/E x COL.c/AUT-CAM-FUR.
123;GUARDIA EMERGENCIA;V09;PEATON LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE- Y EN LOS NO ESPECIFICADOS
135;GUARDIA PEDIATRIA;V09.0;PEATON LES.ACC.NO TRAN, OT.VEH.MOT.Y S/E
123;GUARDIA EMERGENCIA;V09.1;PEATON LESIONADO EN ACCIDENTE NO DE TRANSITO NO ESPECIFICADO
123;GUARDIA EMERGENCIA;V09.3;PEATON LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;V10.9;CICL.S/E LES.x COL.c/PEAT-ANIM, ACC.TRAN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;V13;CICLISTA LESIONADO x COL.c/AUT-CAM-FUR.
123;GUARDIA EMERGENCIA;V18.4;CONDUCTOR DE VEHICULO DE PEDAL LESIONADO EN ACCIDENTE DE TRANSITO SIN COLISION
123;GUARDIA EMERGENCIA;V18.9;CICLISTA NO ESPECIFICADO- LESIONADO EN ACCIDENTE DE TRANSITO SIN COLISION
123;GUARDIA EMERGENCIA;V19;CICLISTA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE- Y EN LOS NO ESPECIFICADOS
123;GUARDIA EMERGENCIA;V19.4;CONDUC VEHIC PEDAL LESIO X COLIS C/OTR VEHIC MOTOR-Y C/ LOS S/E-EN ACCI DE TRANS
135;GUARDIA PEDIATRIA;V19.8;CICLISTA LES.EN OT.ACC.TRANSPORTE ESP.
123;GUARDIA EMERGENCIA;V19.9;CICLISTA [CUALQUIERA] LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;V20;MOTOC.LESIONADO x COLISION c/PEATON-ANIM
123;GUARDIA EMERGENCIA;V21;MOTOCICISTA LESIONADO POR COLISION CON VEHICULO DE PEDAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;V22;MOTOC.LES.x COL.c/VEH.MOTOR 2-3 RUEDAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;V23;MOTOCICLISTA LES.x COL.c/AUTO-CAM-FUR.
123;GUARDIA EMERGENCIA;V23.4;CONDUCTOR DE MOTO LESIONADO EN ACCIDENTE DE TRANSITO
123;GUARDIA EMERGENCIA;V23.5;PASAJERO DE MOTO LESIONADO EN ACCIDENTE DE TRANSITO
123;GUARDIA EMERGENCIA;V23.9;MOTOCICISTA NO ESPECIFICADO- LESIONADO EN ACCIDENTE DE TRANSITO
123;GUARDIA EMERGENCIA;V28;MOTOCICISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION
123;GUARDIA EMERGENCIA;V29.8;MOTOCICISTA [CUALQUIERA] LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIF
135;GUARDIA PEDIATRIA;V29.9;MOTOCICLISTA LESIONADO EN ACC.TRAN.S/E
135;GUARDIA PEDIATRIA;V32;OCUPANTE DE VEHICULO DE MOTOR DE TRES RU
135;GUARDIA PEDIATRIA;V39.3;OCUPANT.DE VEHIC.MOTOR 3 RUED.LES.ACC.NO
123;GUARDIA EMERGENCIA;V47.5;CONDUCTOR DE AUTO LESIONADO EN ACCIDENTE DE TRANSITO SIN COLISION
123;GUARDIA EMERGENCIA;V48;OCUPANTE DE AUTO LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION
123;GUARDIA EMERGENCIA;V49;OCUPANTE DE AUTO LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE- Y EN LOS S/E
123;GUARDIA EMERGENCIA;V49.3;OCUPANTE [CUALQUIERA] DE AUTO LESIONADO EN ACCIDENTE NO DE TRANSITO- S/E
123;GUARDIA EMERGENCIA;V49.9;OCUPANTE [CUALQUIERA] DE AUTO LESIONADO EN ACCIDENTE DE TRANSITO S/E
135;GUARDIA PEDIATRIA;V59.9;OCUP.CAMIONET.LESION.X ACCID.TRANS.NO ES
135;GUARDIA PEDIATRIA;V79.5;PASAJ.AUTOB.LESION.X COLIS.C/OTR.VEH.MOT
135;GUARDIA PEDIATRIA;V79.9;OCUPAN.AUTOB.LESION.ACCID.TRANSIT.NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;V87;ACCIDENTE DE TRANSITO DE TIPO ESPECIFICA
135;GUARDIA PEDIATRIA;V88;ACCIDENTE DE TRANSITO DE TIPO ESPECIFICA
135;GUARDIA PEDIATRIA;V88.0;PERS.LESION.X COLIS.ENTRE.AUTOMO.VEHIC.M
135;GUARDIA PEDIATRIA;V88.1;PERS.LESION.X COLIS.ENTR.OTR.VEHIC.MOTOR
135;GUARDIA PEDIATRIA;V88.7;PERS.LESION.X COLIS.ENTRE OTR.VEHIC.MOTO
135;GUARDIA PEDIATRIA;V89.0;PERS.LESION.EN ACCIDD.NO TRANS.VEH.MOT.
135;GUARDIA PEDIATRIA;V89.2;PERS.LES.ACCID.TRANS.VEHIC.MOT.NO ESPEC.
135;GUARDIA PEDIATRIA;V89.9;PERS.LESION.ACCID.VEHICULO NO ESPECIFICA
135;GUARDIA PEDIATRIA;V99;ACCIDENTE DE TRANSPORTE NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W01;CAIDA EN MISMO NIV.X DESPL,TROPEZ,TRASPI
135;GUARDIA PEDIATRIA;W06;CAIDA QUE IMPLICA CAMA
135;GUARDIA PEDIATRIA;W07;CAIDA QUE IMPLICA SILLA
135;GUARDIA PEDIATRIA;W08;CAIDA QUE IMPLICA OTRO MUEBLE
135;GUARDIA PEDIATRIA;W09;CAIDA QUE IMPLICA EQUIPOS JUEGOS INFANT.
135;GUARDIA PEDIATRIA;W10;CAIDA EN O DESDE ESCALERA Y ESCALONES
135;GUARDIA PEDIATRIA;W10.0;CAIDA EN O DESDE ESCALERA Y ESCALONES, E
135;GUARDIA PEDIATRIA;W11;CAIDA EN DESDE ESCALERAS MANUALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W12;CAIDA EN O DESDE ANDAMIO
135;GUARDIA PEDIATRIA;W14;CAIDA DESDE UN ARBOL
135;GUARDIA PEDIATRIA;W17;OTRAS CAIDAS DE UN NIVEL A OTRO
135;GUARDIA PEDIATRIA;W18;OTRAS CAIDAS EN EL MISMO NIVEL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W19;CAIDA NO ESPECIFICADA
135;GUARDIA PEDIATRIA;W21;GOLPE CONTRA O GOLPEADO X EQUIPO P/DEPOR
135;GUARDIA PEDIATRIA;W22;GOLPE CONTRA O GOLPEADO X OTROS OBJETOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W22.0;GOLPE CONTRA O GOLPEADO POR OTROS OBJETO
135;GUARDIA PEDIATRIA;W23;ATRAPADO,APLAST,TRAB.O APRET.ENTRE OBJE.
135;GUARDIA PEDIATRIA;W25;CONTACTO TRAUMATICO CON VIDRIO CORTANTE
123;GUARDIA EMERGENCIA;W25.2;CONTACTO TRAUMATICO CON VIDRIO CORTANTE- EN C
123;GUARDIA EMERGENCIA;W25.8;CONTACTO TRAUMATICO CON VIDRIO CORTANTE- EN I
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W26;CONTACT.TRAUM.C/CUCHILLO,ESPADA,DAGA,PU—
123;GUARDIA EMERGENCIA;W26.9;CONTACTO TRAUMATICO CON CUCHILLO- ESPADA- DAGA O PU—AL- EN J
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W27;CONTAC.TRAUM.C/HERRAM.MANUALES S/MOTOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W27.0;CONTACTO TRAUMATICO CON HERRAMIENTAS MAN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W31;CONTAC.TRAUM.C/OTRS.MAQUI. Y LAS NO ESP.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W32;DISPARO DE ARMA CORTA
123;GUARDIA EMERGENCIA;W33;DISPARO DE RIFLE- ESCOPETA Y ARMA LARGA
135;GUARDIA PEDIATRIA;W34;DISPARO OTRS.ARMAS DE FUEGO Y LAS NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W34.0;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS N
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W34.1;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS N
123;GUARDIA EMERGENCIA;W34.5;DISPARO DE OTRAS ARMAS DE FUEGO- Y LAS S/E- EN F
123;GUARDIA EMERGENCIA;W34.7;DISPARO DE OTRAS ARMAS DE FUEGO- Y LAS NO ESPECIFICADAS- EN H
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W34.8;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS N
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W34.9;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS N
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W44;CUERPO EXTRAÒO PENETRA OJO U ORIFI.NATUR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W44.7;CUERPO EXTRAÒO QUE PENETRA POR EL OJO U
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W44.9;CUERPO EXTRAÒO QUE PENETRA POR EL OJO U
135;GUARDIA PEDIATRIA;W45;CUERPO EXTRAÒO QUE PENETRA A TRAVES PIEL
123;GUARDIA EMERGENCIA;W45.6;CUERPO EXTRA—O QUE PENETRA A TRAVES DE LA PIEL- EN G
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W45.9;CUERPO EXTRAÒO QUE PENETRA A TRAVES DE L
135;GUARDIA PEDIATRIA;W50;APORREO,GOLP,MORDEDU,PATAD,INFLIG.X PERS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W50.0;APORREO, GOLPE, MORDEDURA, PATADA, RASGU
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W51;CHOQUE O EMPELLON CONTRA OTRA PERSONA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W53;MORDEDURA DE RATA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W54;MORDEDURA O ATAQUE DE PERRO
135;GUARDIA PEDIATRIA;W54.0;MORDEDURA O ATAQUE DE PERRO, EN VIVIENDA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W54.3;MORDEDURA O ATAQUE DE PERRO, EN AREAS DE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W54.4;MORDEDURA O ATAQUE DE PERRO, EN CALLES Y
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W54.8;MORDEDURA O ATAQUE DE PERRO, EN OTRO LUG
135;GUARDIA PEDIATRIA;W54.9;MORDEDURA O ATAQUE DE PERRO, EN LUGAR NO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55;MORDEDURA O ATAQUE DE OTROS MAMIFEROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55.0;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55.1;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55.2;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
135;GUARDIA PEDIATRIA;W55.4;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55.8;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W55.9;MORDEDURA O ATAQUE DE OTROS MAMIFEROS, E
135;GUARDIA PEDIATRIA;W56;CONTACTO TRAUMAT SERPIENTE O ANIM MARIN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.0;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.1;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.2;MORDEDURA O PICADURA DE INSECTOS Y OTROS
123;GUARDIA EMERGENCIA;W57.3;MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS- EN D
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.4;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.5;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.7;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.8;MORDEDURA O PICADURA DE INSECTOS Y OTROS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W57.9;MORDEDURA O PICADURA DE INSECTOS Y OTROS
123;GUARDIA EMERGENCIA;W58;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN
123;GUARDIA EMERGENCIA;W59;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W60.0;CONTACTO TRAUMATICO CON AGUIJONES, ESPIN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;W77;OBSTRUC.RESPIRAC.X HUNDIM,CAIDA SUSTANC.
123;GUARDIA EMERGENCIA;W80.9;INHALACION E INGESTION DE OTROS OBJ QUE CAUSAN OBSTRUC DE LAS VIAS RESPIR- EN J
123;GUARDIA EMERGENCIA;W85;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA
135;GUARDIA PEDIATRIA;W86;EXPOSICION A OTRS.CORRIEN.ELECT.ESPECIF.
135;GUARDIA PEDIATRIA;W87;EXPOSICION A CTE.ELECTR.NO ESPECIFICADA
135;GUARDIA PEDIATRIA;X09;EXPOSIC.A HUMOS,FUEGOS O LLAMAS NO ESPE.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X10;CONTAC.C/BEB,ALIM,GRAS,ACEIT P/COC.CALIE
135;GUARDIA PEDIATRIA;X11;CONTACTO CON AGUA CALIENTE CORRIENTE
135;GUARDIA PEDIATRIA;X12;CONTACTO CON OTROS LIQUIDOS CALIENTES
135;GUARDIA PEDIATRIA;X13;CONTAC.C/VAPOR AGUA Y OTRS.VAPORES CALIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X14;CONTACTO CON AIRE Y GASES CALIENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X17;CONTAC.C/MAQUINA,MOTOR,HERRAMIE.CALIENTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X19;CONTAC.C/OTRS.SUST.CALIENT.Y LAS NO ESP.
135;GUARDIA PEDIATRIA;X19.0;CONTACTO CON OTRAS SUSTANCIAS CALIENTES,
135;GUARDIA PEDIATRIA;X22;CONTACTO TRAUMATICO CON ESCORPION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X22.0;CONTACTO TRAUMATICO CON ESCORPION, EN VI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X23;CONTAC.TRAUM.C/AVISPONES,AVISPAS,ABEJAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X23.0;CONTACTO TRAUMATICO CON AVISPONES, AVISP
135;GUARDIA PEDIATRIA;X28.3;CONTACTO TRAUMATICO CON OTRAS PLANTAS VE
135;GUARDIA PEDIATRIA;X32;EXPOSICION A RAYOS SOLARES
123;GUARDIA EMERGENCIA;X40.0;ENVENEN ACCIDEN POR- Y EXP A ANALGES NO NARCOT- ANTIPIRETICOS Y ANTIRREUM- EN A
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X48;ENVENE.ACCDEN.POR Y EXPOS. A PLAGUICIDAS
135;GUARDIA PEDIATRIA;X49;ENV.ACC.X Y EXPOS.OTRS.PROD.QUIM,S.NOCIV
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X64;ENV.AUTOINF.INTEN.X DRG,MEDIC,SUST.BIOL.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X64.9;ENV.AUTOINF.INTEN.X DRG,MEDIC,SUST.BIOL.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X69;ENVEN AUTOIN INTEN Y EXP PROD QUIMICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X70;LESION AUTOINF INTENC X AHORCAMIENTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X70.0;LESION AUTOINF INTENC X AHORCAMIENTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X71;LESION AUTOINF INTENC X AHOGAM Y SUMERSI
123;GUARDIA EMERGENCIA;X72;LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X78;LESION AUTOINF INTENC X OBJETO CORTANTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X78.9;LESION AUTOINF INTENC X OBJETO CORTANTE
123;GUARDIA EMERGENCIA;X85;AGRESION CON DROGAS- MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X90;AGRESION C/PROD.QUIM.Y SUST.NOCIV.NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X93;AGRESION CON DISPARO DE ARMA CORTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X93.4;AGRESION CON DISPARO DE ARMA CORTA, EN C
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X95;AGRESION C/DISP.OTRS.ARMAS DE FUEGO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X95.0;AGRESION CON DISPARO DE OTRAS ARMAS DE F
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X95.6;AGRESION CON DISPARO DE OTRAS ARMAS DE F
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X95.8;AGRESION CON DISPARO DE OTRAS ARMAS DE F
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X96;AGRESION CON MATERIAL EXPLOSIVO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;X99;AGRESION CON OBJETO CORTANTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y00;AGRESION CON OBJETO ROMO O SIN FILO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y03;AGRESION POR COLISION DE VEHICULO MOTOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y04;AGRESION CON FUERZA CORPORAL
135;GUARDIA PEDIATRIA;Y07;OTROS SINDROMES DE MALTRATO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y07.0;POR ESPOSO O PAREJA
135;GUARDIA PEDIATRIA;Y09;AGRESION POR MEDIOS NO ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y20;AHORC,ESTRANG,SOFOC,DE INTENC.NO DETERM.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y20.0;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCAC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y24;DISP.OTRS.ARMAS FUEGO, INTEN.NO DETERM.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y24.9;DISP.OTRS.ARMAS FUEGO, INTEN.NO DETERM.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y26;EXPOS.HUMO,FUEGO,LLAMAS,DE INTEN.NO DET.
135;GUARDIA PEDIATRIA;Y27;CONTAC.C/VAP.AGUA,OBJ.CALI,DE INT.NO DET
135;GUARDIA PEDIATRIA;Y28;CONTAC.C/OBJ.CORTAN.,DE INTENC.NO DETERM
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y28.0;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.1;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y28.2;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.3;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y28.4;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.5;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.7;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.8;CONTACTO TRAUMATICO CON OBJETO CORTANTE,
135;GUARDIA PEDIATRIA;Y28.9;CONTAC.TRAUM.c/OBJ.CORT, INT.NO DET.EN J
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y29;CONTAC.TRAUM.C/OBJ.ROMO,DE INT.NO DETER.
135;GUARDIA PEDIATRIA;Y29.0;CONTACTO TRAUMATICO CON OBJETO ROMO O SI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y30;CAID,SALT,EMPUJ,DESD.LUG ELEV,INT NO DET
135;GUARDIA PEDIATRIA;Y32;COLIS.VEHICULO MOTOR, INTENC.NO DETERMI.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y32.0;COLISION DE VEHICULO DE MOTOR, DE INTENC
42;GUARDIA OBSTETRICA;Y35;INTERVENCION LEGAL
123;GUARDIA EMERGENCIA;Y42.1;EFECTOS ADVERSOS DE HORMONAS TIROIDEAS Y SUSTITUTOS
123;GUARDIA EMERGENCIA;Y42.3;EFECTOS ADVERSOS DE DROGAS HIPOGLUCEMIANTES ORALES E INSULINA [ANTIDIABETICAS]
123;GUARDIA EMERGENCIA;Y47.1;EFECTOS ADVERSOS DE BENZODIAZEPINAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y49.9;EFECTOS ADVERSOS DE DROGAS PSICOTROPICAS
123;GUARDIA EMERGENCIA;Y53.5;EFECTOS ADVERSOS DE DIGESTIVOS
135;GUARDIA PEDIATRIA;Y54.6;EFECTOS ADVERSOS DE AGENTES ELECTROLITIC
123;GUARDIA EMERGENCIA;Y58;EFECTOS ADVERSOS DE VACUNAS BACTERIANAS
123;GUARDIA EMERGENCIA;Y58.0;EFECTOS ADVERSOS DE LA VACUNA BCG
135;GUARDIA PEDIATRIA;Y58.9;EFECTOS ADVERSOS DE OTRAS VACUNAS BACTER
123;GUARDIA EMERGENCIA;Y59.0;EFECTOS ADVERSOS DE VACUNAS VIRALES
123;GUARDIA EMERGENCIA;Y59.8;EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS ESPECIFICADAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y79.1;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON I
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y83.8;OTROS PROCEDIMIENTOS QUIRURGICOS
123;GUARDIA EMERGENCIA;Y84.4;ASPIRACION DE LIQUIDOS
135;GUARDIA PEDIATRIA;Y84.5;INSERCION DE SONDA GASTRICA O DUODENAL
935;GUARDIA AMBULATORIA MOVILES;Y84.6;CATETERIZACION URINARIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y84.8;OTROS PROCEDIMIENTOS MEDICOS
135;GUARDIA PEDIATRIA;Y88;CONTROL POST-OPERATORIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y91;EVIDENC.ALCOHOL.DETERM.X NIV.DE INTOXIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y91.0;INTOXICACION ALCOHOLICA LEVE
123;GUARDIA EMERGENCIA;Y91.1;INTOXICACION ALCOHOLICA MODERADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Y91.2;INTOXICACION ALCOHOLICA SEVERA
